text,class
"Почему не применился промокод при оформлении заказа? Персики все помятые и перезрелые. Нет программы лояльности для постоянных клиентов, это неудобно. Корзинная скидка работает только на часть товаров, это неудобно. Каталог непонятный, сложно найти нужное. Поиск работает плохо, долго ищет нужные товары. Оплатила заказ, но квитанцию об оплате так и не прислали. Как теперь доказать, что я действительно заплатила? Сделал заказ, но потом мне сообщили, что не смогут доставить его по моему адресу. Разочарован. Акция 'Товар недели' не отражается в цене при добавлении в корзину. Акция 'Купи 2 получи 3-й в подарок' на косметику не работает.",26 27 22 24 47 47 48 6 26 26
"Отсутствие доставки в мой район - единственное, что мешает мне стать вашим постоянным клиентом. Мой заказ отменили прямо перед доставкой. Я ждал уже больше двух часов! Почти час прошел, а заказ все еще на сборке. Почему скидка не действует на все товары в корзине? Заказывал фрукты, а их нет в доставке. Почему вы их не привезли?",6 32 35 25 13
"У вас там часы сломались? Почему каждый раз приходится ждать дольше обещанного? Почему не компенсируют опоздания автоматически? Ваша зона доставки слишком ограничена. Пожалуйста, расширьте её. Йогурты, которые вы доставили, пришлось есть три дня подряд, чтобы не испортились. Это нормально? Отличная доставка, но скидки для постоянных клиентов отсутствуют. Отсутствие доставки в мой район заставляет меня искать альтернативные сервисы. Пытался ввести промокод, но система выдала ошибку. Курьер отменил доставку, даже не доехав до адреса.",3 37 6 11 22 6 26 38
"Худший опыт покупок в моей жизни. Промокод в приложении не принимается на мою покупку. Хотелось бы больше скидок на всю корзину, сейчас их недостаточно. Прошу компенсировать задержку заказа. Добавьте больше скидок на все товары в заказе. Мягкие фрукты, вроде персиков и абрикосов, превратились в пюре. Раздражает, что акционные товары перемешаны с обычными. Хочется видеть их отдельно. Курьер отказался принимать оплату картой, хотя при оформлении заказа такая возможность была указана. Пришлось отказаться от покупки. Почему нельзя отследить курьера как в других сервисах? Это важно для планирования.",21 26 23 37 23 14 47 48 5
"Скидки типа 'товар за 1 рубль' - это классно, но их не хватает. Почему замороженные продукты просто в обычном пакете?",23 31
"Постоянным клиентам скидки не предоставляются, это огорчает. Не удается активировать бонусы СберСпасибо для оплаты. Нужно повысить компенсацию за использование личного транспорта. Текущие расценки не покрывают расходы курьеров. Ваши цены на детское питание просто грабительские. Нельзя же так наживаться на родителях! Постоянно сбои при использовании бонусов СберСпасибо.",22 45 44 12 45
"Почему не присылают уведомления, когда товар появляется?",29
"Зависает на этапе подтверждения заказа. Я уже не уверен, что правильно посчитал итоговую сумму. Она все время разная. Реально не хватает акций типа 'товар за 1 рубль'. Хочу доставку до 23:00, сейчас рано закрываетесь. Было бы здорово иметь программу лояльности, чтобы получать бонусы за частые заказы. Курьер отменил доставку без звонка. Каждый раз нужный товар раскупают очень быстро. Молоко оказалось испорченным, хотя срок годности нормальный. Не понимаю, почему нельзя доставить заказ всего на пару улиц дальше вашей зоны доставки.",42 9 23 46 22 38 29 40 6
"Хуже некуда, просто нет слов. Прошло больше часа, а заказ все еще не собран. Не могу найти товар после обеда, он быстро заканчивается. Не понимаю, почему нельзя доставить заказ в мой район. Это же не глухая деревня! Почему нет уведомлений о поступлении товара? Мало скидок на все товары в заказе, добавьте такие предложения. Когда снова появится нужная позиция?",21 35 29 6 29 23 29
"Купил йогурт, а он оказался просроченным на неделю. Как вы это допускаете? Постоянно сбои при оплате бонусами СберСпасибо. Очень неудобно, что доставка закрывается так рано. Каталог товаров, доступных для оплаты бонусами СберСпасибо, очень ограничен. Хотелось бы больше выбора. Поиск не учитывает опечатки. Стоит ошибиться в одной букве, и ничего не находит. Я не понимаю, как можно нормально работать с таким плавающим ценником.",15 45 46 45 47 9
"Хочу иметь возможность видеть, где находится курьер с моим заказом на карте.",5
"Приложение работает нестабильно, постоянно зависает. Ожидал получить скидку за первый заказ, но ничего не произошло.",42 26
"Заказывал десерт, а его нет среди доставленных товаров. Почему не привезли? Навигация по каталогу сложная, не могу найти товары. Доставили сыр, а он весь раскрошился. Вы его кувалдой били перед отправкой? Крайне возмущен работой службы. Заказ привезли неполным, без объяснений и вариантов замены. Ваша ограниченная зона доставки не позволяет мне рекомендовать вас друзьям и коллегам. Нормальный магазин, ничего особенного. Написала, что дверь с домофоном, код 5678. Курьер звонил в дверь напрямую. Кто-нибудь вообще смотрит эти комментарии? Положили товары для животных в один пакет с едой. Возврат денег длится очень долго, когда вернут? Промокод на доставку не работает, хотя на сайте пишут другое.",13 47 14 7 6 20 17 31 49 26
"Ни одного положительного момента, всё плохо. Система не принимала мою карту, хотя с ней всё в порядке. Пришлось отменять заказ из-за некорректной работы оплаты. Деньги за отмену заказа так и не вернулись. В заказе четко указал, что нужна сдача с 5000. Курьер приехал без сдачи. Комментарии вообще читают? Было бы здорово, если бы акции 'товар за 1 рубль' проводились чаще. Авокадо все чёрные внутри. Сборка занимает больше 30 минут, это слишком долго. Почему скидка не применяется к товарам, которые уже со скидкой? Написал, что в пиццу нельзя добавлять лук. Доставили с луком. Зачем нужны комментарии, если их не читают?",21 48 49 17 23 27 35 24 17
"Каталог запутанный, сложно найти нужные товары. Каталог запутанный, сложно найти нужные товары. Просила не класть острый соус. Положили. Комментарии пишутся в пустоту? Почему корзинная скидка работает только на некоторые товары? Пользуюсь вашими услугами часто, но скидок для постоянных клиентов нет. Почти час жду, а сборка еще не завершена. Проблемы с активацией СберСпасибо, система выдает ошибку. Почему на складе никогда нет нужного товара?",47 47 17 24 22 35 45 29
"Заказ доставили быстрее, чем ожидал. Написала, что дома с 19:00. Курьер приехал в 18:30 и уехал. Для чего нужны комментарии, если их игнорируют? Почему корзинная скидка не применяется на все товары, а только на часть? Приложение неудобное, интерфейс запутанный. Получил сыр, покрытый зеленым налетом. Проверил дату - давно не годен. Зачем нужна эта головоломка с постоянно меняющейся суммой заказа?",43 17 24 41 15 9
"Живу в историческом центре города, но ваша служба отказывается сюда доставлять. Это странно и неудобно. Скидка на корзину не суммируется с акциями на витрине, и это неудобно. СберСпасибо не подключается, система выдает ошибку. Промокод на бесплатную доставку в течение недели после первого заказа не работает. Ожидал полный заказ, а получил урезанный вариант. Никто даже не попытался предложить альтернативу. Промокод на 500 рублей при заказе от 3000 не сработал. Курьер привёз терминал с разряженной батареей. Пришлось искать банкомат, чтобы снять наличные. Полный непрофессионализм! Не удается оплатить картой, приходится искать наличные.",6 24 45 26 7 26 48 48
"Курьер просто отменил мой заказ, я остался без продуктов. Хочу компенсацию за опоздание.",38 37
"Очень удивлен, как быстро доставили заказ. При оплате части заказа бонусами СберСпасибо система зависла. Теперь не могу ни оплатить, ни отменить заказ. Очень неудобно, что скидка на корзину не распространяется на все товары. Не хватает возможности увидеть курьера на карте, чтобы понимать, когда ждать доставку. Перепутали товары в заказе, половина продуктов чужие. Каждый раз приложение зависает, когда выбираю товар. Сделайте круглосуточную доставку, неудобно заказывать вечером.",43 45 24 5 31 42 46
"Бот поддержки не переключает на живого оператора, хотя я прошу об этом. Хочу скидку за долгую доставку. Совсем не соответствует модным тенденциям. Не проходит платеж через карту, приходится использовать другую. Курьер приехал, но моего товара у него нет. Кто-то что-то напутал.",30 37 39 48 13
"Навигация по каталогу неудобная, сложно найти нужные товары.",47
"Почему корзинная скидка действует только на некоторые категории товаров? Промокод из мобильного приложения не действует на сайте.",24 26
"Не могу понять, почему корзинная скидка не действует на все товары. Не нравится, как организованы подкатегории товаров. Часто нужный товар оказывается совсем не в том разделе, где ожидаешь. Курьер не смог прочитать мою фамилию в заказе. Не знает русского алфавита? Курьер отменил доставку, не позвонив мне. Фрукты, которые я заказал, уже через день начали портиться. Вы специально отправляете то, что залежалось? Фрукты пришли в плохом состоянии, они начали портиться. После долгого ожидания заказ отменили, это неудобно.",24 47 33 38 11 40 32
"Сделал заказ, а потом мне сообщили, что не смогут его доставить. Нужно указывать зону доставки на сайте! Не смог применить код скидки, хотя условия соблюдены. Кладут химию и еду вместе, это неправильно.",6 26 31
"Это явно не соответствует современным тенденциям. Почему скидка не применилась ко всем товарам в корзине? Может, вам стоит пересмотреть логистику? Каждый заказ с опозданием - это уже система. Жду уже 35 минут, а заказ все еще не передан курьеру. Почему у вас такие дикие цены на крупы и макароны? В обычном магазине они в два раза дешевле. Когда вернут деньги за отмену заказа? Курьер отменил мой заказ без объяснений. Макароны в пачке слиплись в комок. Просто супер, заказ пришел очень быстро.",39 25 3 35 12 49 38 27 43
"Поиск не работает как надо, приходится долго искать. Хотелось бы видеть движение курьера на карте, чтобы лучше планировать свое время. Уже несколько лет жду, когда вы начнете доставлять в мой район. Что мешает? Накопил много бонусов СберСпасибо, а использовать их не могу - при оплате постоянно какие-то сбои. Доставили просроченные яйца. Внутри уже почти цыплята сформировались. Ваши курьеры что, специально опаздывают? Ни одного заказа вовремя, вечно задержки. Капуста вся в чёрных пятнах.",47 5 6 45 15 3 27
"Заявленное время доставки - шутка? Никогда не привозите вовремя, всегда с большим опозданием. Товара в наличии нет, хотя баннер про скидки висит. Оказывается, в мой район вообще не осуществляется доставка. Об этом стоило бы предупреждать заранее! Заказ пришел очень быстро, не ожидал. Обещанный кешбэк за заказ не начислился на счёт.",2 29 6 43 26
"Открыл дверь курьеру, а у него для меня ничего нет. Как так? Бонусы СберСпасибо не списываются, что делать?",13 45
"Указал, что оплата картой при получении. Курьер требовал наличные. Комментарии к заказу вообще имеют смысл? СберСпасибо не работает при оплате, что делать? Упаковка с молоком протекла, все остальные продукты пропахли кислятиной. Каждый раз, когда я готов оформить заказ, оказывается, что сумма снова изменилась. Доставка заняла меньше часа, просто удивительно.",17 45 14 9 43
"На сайте товар есть, но в корзине его не могу добавить. Часто заказываю у вас, но программа лояльности не предусмотрена? Получил чужой заказ с совершенно другими продуктами. Как так?",29 22 34
"Привезли абсолютно чужой заказ. Как такое вообще возможно? Прекратите указывать нереалистичное время доставки. Вы постоянно опаздываете, и это раздражает. Когда вернут деньги за отмену заказа? Прошло уже много времени. Каждый раз, когда я готов оплатить, оказывается, что нужно доложить еще товаров. Каждый раз зависает на этапе выбора товара. Заказываю уже третий раз, и каждый раз доставка занимает гораздо больше времени, чем раньше. Сервис ухудшился. Не понимаю, будет ли новый завоз в ближайшее время. Возмутительное отношение к клиентам. Часть заказа не привезли, не предупредив. Это явно не в тренде, как так получилось?",34 2 49 9 42 1 29 7 39
"Просила не звонить с 14 до 16, ребенок спит. Разбудили звонком. Комментарии пишутся в пустоту? Почему у вас такие высокие цены на хлебобулочные изделия? Это же базовые продукты! Увеличьте бонусы за работу в праздничные дни. Сейчас курьерам невыгодно выходить в эти дни. Было бы здорово видеть, где находится курьер с моим заказом на интерактивной карте. Ваша пунктуальность оставляет желать лучшего. Постоянные опоздания уже достали. Скидки на витринные товары не суммируются, хотелось бы изменений. Йогурт с истекшим сроком годности. Чуть не отравились всей семьей. Ожидал заказ, но его отменили прямо перед доставкой. Скидка по промокоду из email-рассылки не действует.",17 12 44 5 3 24 15 32 26
"Ваша зона доставки не включает мой адрес, хотя он находится всего в паре километров от границы. Нелогично! Очень сложно пользоваться приложением, интерфейс неудобен. Жду заказ 40 минут, и он все еще не готов. Курьер еще не выехал, хотя прошло уже 50 минут. Заказ отменен, а деньги до сих пор не вернули. Очень долго ждал доставку, а в итоге заказ отменили. Указал, что оплата уже проведена онлайн. Курьер требовал наличные. Зачем поле для комментариев, если их не читают? Просто великолепно, заказ пришел за 30 минут. Получил уведомление о доставке, открываю дверь - а заказа нет.",6 41 35 35 49 32 17 43 13
"Проблема с активацией СберСпасибо, пишет сбой системы.",45
"Прошу учесть опоздание и предоставить скидку за него. Оформил заказ, но его отменили, хотя ждал несколько часов. Поиск неудобный, приходится долго искать товары. Оплата бонусами СберСпасибо недоступна, постоянно сбои.",37 32 47 45
"Просто великолепно, заказ пришел за 30 минут. Во время оформления заказа приложение зависло. Очень быстрая доставка, даже не ожидал.",43 42 43
"Сколько можно менять сумму заказа? Я уже запутался в своей корзине. Скидка на корзину действует не на все категории товаров, это минус. Совсем не подходит под современные тенденции. Почему вы игнорируете новые жилые комплексы? Здесь живет много молодых семей - ваша целевая аудитория. Невозможно использовать приложение, оно постоянно зависает. Курьер отменил доставку прямо перед моим домом. Доставка заняла меньше 40 минут, это очень быстро.",9 24 39 6 42 38 43
"Указал, что нужна сдача с 1000 рублей. Курьер привез без сдачи. Кто-нибудь читает эти комментарии? Каталог слишком сложный, невозможно быстро найти товар. Не понимаю такого отношения к клиентам. Удалили товары из заказа без предупреждения. Прошло больше часа, а заказ все еще не передан курьеру. Я уже забыл, что изначально планировал купить. Все время что-то добавляю и убираю.",17 47 7 35 9
"Это явно не соответствует текущим тенденциям. Заказанное мороженое растаяло и залило все остальные продукты. Прекрасная доставка! Из-за минимальной суммы заказа приходится покупать лишнее. Это пустая трата денег! У вас замечательный сервис, но нет никаких предложений для постоянных клиентов. Почему вы игнорируете целые районы города? Расширьте зону доставки, пожалуйста! Почему нельзя расширить зону доставки? Мой адрес совсем рядом, но вы отказываетесь доставлять. Мясо привезли, но оно явно испорчено. Не могу использовать бонусы СберСпасибо, каждый раз ошибка. Искал свой товар в коробке, но его там нет. Как так вышло?",39 14 10 22 6 6 40 45 13
"Не проходит платеж через карту, приходится искать другую. Заметил, что доставка стала занимать гораздо больше времени. Раньше было намного удобнее. Не удается оплатить картой, пишет ошибку. Банка с соленьями лопнула при доставке. Теперь весь пакет в рассоле. Спасибо за сюрприз! Привезли молочные продукты, но они оказались испорченными. Я уже не уверен, что мой заказ соответствует тому, что я хотел изначально. Ждал весь день, а товар так и не привезли. Почему? Ждал доставки весь день, но заказ отменили.",48 1 48 14 40 9 13 32
"Неудобно, что в выходные вы работаете по сокращённому графику. Именно в выходные и хочется что-то заказать. Я уже третий раз докладываю товары до минимальной суммы. Это какой-то абсурд!",46 9
"Прошу учесть задержку и предоставить скидку. Всё в порядке, спасибо. Запускайте больше акций, сейчас их недостаточно. Почему нельзя сделать доставку до 24:00? Оформила возврат почти 40 дней назад, а деньги до сих пор не пришли. Сколько можно издеваться над клиентами? Скидка не сработала, хотя на сайте указано, что акция еще действует. Система не дает оплатить бонусами СберСпасибо, пишет ошибку. Это не заказ еды, а настоящий квест 'угадай итоговую сумму'. Часто делаю заказы, но нет никаких бонусов для постоянных клиентов.",37 20 23 46 49 26 45 9 22
"Почему минимальная сумма заказа так высока? Я живу один и мне столько не нужно за раз. Йогурт расслоился и пахнет кислятиной. Каждое обновление страницы - новая сумма в корзине. Как так можно работать? Оказывается, вы не доставляете в коттеджный поселок. А ведь там живет много платежеспособных клиентов! Хочу узнать, будет ли завоз на ЦФЗ. Обещали вернуть деньги за недоставленный заказ в течение 3-5 дней. Прошло уже 2 недели, а воз и ныне там. Поиск не работает корректно, приходится долго искать.",10 27 9 6 29 49 47
"Заказ отменили, но деньги так и не вернули. Овощи были явно испорчены, хотя срок годности был в норме. Очень разочарован, что на товары со скидкой не действует корзинная скидка. Прошу предоставить скидку за опоздание курьера. Система не дает применить промокод, выдает ошибку. Прошу предоставить скидку за опоздание. Отсутствие функции отслеживания курьера на карте делает ожидание заказа менее комфортным. Заказал продукты по акции, а они все оказались на грани срока годности. Так и задумано? Неясно, как скидка работает, хотелось бы больше ясности.",49 40 24 37 26 37 5 11 25
"Сборка затянулась, уже 35 минут прошло. Я устал добавлять товары, чтобы достичь минимальной суммы. Она все время растет! Сборка затянулась, прошло уже 35 минут. Это утомительно - постоянно следить за изменением суммы в корзине.",35 9 35 9
"Было бы отлично, если бы приложение показывало, где сейчас находится курьер с заказом. Почему так сложно сообщить, что товара нет? Просто не привезли часть заказа, и всё. Ваше время работы совсем не учитывает потребности клиентов. Сделайте график более гибким! Это сводит с ума - невозможно спланировать покупку с такими скачками цены. Разочарован тем, что вы не доставляете заказы в мой жилой комплекс. Приходится искать другие варианты. Минимальная сумма заказа слишком большая. Не все готовы столько тратить на одну доставку. Ваша доставка удобна, но цены... Они просто заоблачные по сравнению с обычными магазинами.",5 7 46 9 6 8 12
"Заказ пришел неполным, и никто даже не удосужился предупредить или предложить замену. Не понимаю, почему нельзя предупредить о проблемах с заказом. Просто удалили товары. Я хочу просто сделать заказ, а не играть в игру 'угадай итоговую сумму'. Очень быстрая доставка, все привезли вовремя. Нравится сервис, но программа лояльности для постоянных клиентов была бы полезной. Можно ли получить скидку автоматически за опоздание?",7 7 9 43 22 37
"Обидно, что корзинная скидка не распространяется на все товары. Очень скудный выбор мясных продуктов.",24 28
"Скидка в корзине непонятная, хотелось бы больше прозрачности. Курьер отменил заказ прямо на полпути. Где мой заказ? Почему нельзя узнать точное время доставки? Почему бы не сделать скидку для тех, кто часто заказывает? Поиск неудобный, приходится долго искать товары.",25 38 4 22 47
"Доставка была, а товара нет. Как такое может быть? Хотелось бы, чтобы корзинная скидка применялась на все товары. За задержку доставки хочу компенсацию. Приложение зависает при добавлении товара в корзину. Фрукты пришли в ужасном состоянии, явно испорчены.",13 24 37 42 40
"Курьер еще не выехал, хотя прошло уже полчаса. Ожидал весь день, но заказ отменили. Неприятно, когда узнаёшь об отсутствии товара только при получении. Почему нельзя предупредить? Оплатил заказ, но чек так и не пришёл на почту. Как теперь отчитываться перед бухгалтерией? Сервис подвел ожидания. Удалили товары из заказа без уведомления и вариантов замены. Почему курьер отменил мой заказ без звонка?",35 32 7 48 7 38
"Ваши цены на сладости и снеки просто космические. Нельзя сделать их более доступными? Приложение зависает в самый неподходящий момент. Неясно, почему скидка применилась не ко всей корзине. Хотел оплатить часть заказа бонусами СберСпасибо, но система почему-то их не видит. Очень неудобно! Очень неудобно, что доставка работает только до 22:00. Доставка была, а товара нет. Магия какая-то! Курьер еще не выехал, хотя прошло почти 40 минут. Очень неудобный поиск, не находит нужные товары.",12 42 25 45 46 13 35 47
"Написала, что дверь с кодовым замком, код 1234. Курьер не мог попасть в подъезд. Комментарии вообще смотрят? Минимальная только здесь чем в других магазинах. Теряете клиентов из-за этого. Рекламная акция не работает на товары, которые я выбрал. Приложение слишком сложное, интерфейс неудобен. Возврат денег длится уже больше двух недель. Хотелось бы видеть местоположение курьера в реальном времени, как у других сервисов доставки. Пицца превратилась в месиво. Все ингредиенты перемешались в кашу. Непонятно, как рассчитываются скидки в корзине. Смешали бытовую химию с едой в одном пакете.",17 10 26 41 49 5 14 25 31
"Почему не возвращают деньги за отмену заказа? Не нравится интерфейс, все расположено неудобно. Акция '1+1=3' на шампуни не работает в корзине. Каждый раз приложение зависает на этапе оплаты. Расширьте географию доставки! Мой район совсем рядом с вашей текущей зоной. Ваши цены кусаются. Особенно на молочные продукты - они у вас в два раза дороже, чем в супермаркете.",49 41 26 42 6 12
"Структура каталога постоянно меняется. Только привыкнешь к одному расположению, как всё опять по-новому. Указал, что домофон 143. Курьер не мог попасть в подъезд. Неужели так сложно прочитать комментарий? Курьер решил отменить заказ, а я уже жду полчаса. Промокод из приложения не активируется при оплате. Каждый раз при попытке оплатить бонусами СберСпасибо выдает ошибку. Соус для пасты пришел уже забродивший. Дата на банке - прошлый год. Курьер опоздал на 30 минут. Хочу получить скидку на следующий заказ. Почему так мало акций на всю корзину? Добавьте больше. Очень долго возвращают деньги, это неудобно. Ожидал доставку, но заказ отменили без объяснений.",47 17 38 26 45 15 37 23 49 32
"Курьер ещё даже не выехал, а прошло уже 50 минут. Это нормально? Доставили заказ, а там все яйца разбиты. Как вы их транспортируете? Оплата через приложение не работает, приходится искать наличные. Курьер совершенно не понимал по-русски. Как с ним общаться? Раздражает, что корзинная скидка работает только на ограниченный ассортимент. Ужасный сервис! Добавляю товары, а сумма заказа то растет, то уменьшается. Как так можно работать? Почему так мало выбора свежих овощей? Творожные сырки все размякшие. Получил сообщение про скидку, а на сайте никакого дисконта нет.",35 14 48 33 24 9 28 27 26
"Непонятно, как работает система скидок в корзине. Отсутствие функции отображения курьера на карте снижает удобство использования сервиса. Скидка в корзине очень неясная, нужна лучше информация. Ваше время работы с 10 до 19 совершенно не подходит для большинства клиентов. Пересмотрите график! Не могу воспользоваться вашими услугами, так как вы не доставляете в мой район. Очень жаль! Вместо замороженных продуктов положили обычные. Когда вернут деньги за отмену заказа? Прошло уже больше месяца. Доставка приехала быстро, но без моего товара. Как так вышло? В одном пакете оказались чистящие средства и продукты питания. Хорошая служба доставки, но нет никаких предложений для постоянных клиентов.",25 5 25 46 6 31 49 13 31 22
"Оплата через приложение не работает, пришлось платить картой. Ужасный сервис. Отменили товары, не сообщив об этом и не предложив альтернативы. Ваша зона доставки слишком ограничена. Я живу всего в паре километров от границы, но заказать не могу. Получил уведомление о доставке, но товара нет. Куда он делся? Это не соответствует ни одной из тенденций. Это какая-то лотерея, а не покупка продуктов. Никогда не знаешь, какая будет итоговая цена. Корзинная скидка работает только на определенные товары, это неудобно. Скидка с витрины и корзины не суммируются, это неудобно. Минимальная сумма заказа у вас просто заоблачная. Может, стоит её пересмотреть?",48 7 6 13 39 9 24 24 8
"Трудно понять, как работает система скидок, это разочаровывает. Поиск не запоминает историю запросов. Каждый раз приходится вводить всё заново, это очень неудобно. Проблема с подключением СберСпасибо, не могу оплатить бонусами. Почему это так далеко от современных стандартов? Это явно не вписывается в текущие тенденции. Очень расстроен работой службы. Удалили товары из заказа, не сообщив об этом. Оплата картой не работает, приходится искать наличные. Ваша служба доставки игнорирует целый микрорайон. Это же сотни потенциальных клиентов! Почему это так далеко от современных трендов? Это не покупка продуктов, а настоящий квест с изменяющимися условиями.",25 47 45 39 39 7 48 6 39 9
"На витринные товары скидки не суммируются с корзинной скидкой, и это проблема.",24
"Отсутствие отображения курьера на карте делает ожидание заказа менее информативным. Не хватает ранней доставки, хотелось бы начать с 7 утра. Срок годности у мяса истек неделю назад. Это же опасно для здоровья! Возврат денег занимает слишком много времени. Не удается подключить бонусы СберСпасибо, выдает сбой. СберСпасибо не работает при попытке оплатить бонусами.",5 46 15 49 45 45
