text,class
"Это совсем не тянет на современные тренды.",39
"Почему это так далеко от модных стандартов?",39
"Совсем не вписывается в современные тенденции.",39
"Это явно не соответствует текущим трендам.",39
"Это не вписывается ни в одну модную тенденцию.",39
"Почему это так далеко от текущих стандартов?",39
"Совсем не тянет на современные тренды.",39
"Это не соответствует текущим модным тенденциям.",39
"Ни одна тенденция не подходит к этому.",39
"Это не вписывается в современные тренды.",39
"Совсем не соответствует модным стандартам.",39
"Это явно не подходит под современные тенденции.",39
"Ни одна тенденция не отражена здесь.",39
"Это совсем не в тренде, как так получилось?",39
"Почему это так далеко от модных стандартов?",39
"Совсем не вписывается в современные тенденции.",39
"Это явно не соответствует текущим тенденциям.",39
"Это не соответствует современным стандартам.",39
"Совсем не тянет на модные тенденции.",39
"Почему это так далеко от современных трендов?",39
"Это явно не вписывается в текущие тенденции.",39
"Совсем не соответствует модным тенденциям.",39
"Это не вписывается ни в одну модную тенденцию.",39
"Почему это так далеко от современных стандартов?",39
"Совсем не тянет на текущие тенденции.",39
"Это явно не соответствует современным трендам.",39
"Это не вписывается ни в одну из текущих тенденций.",39
"Почему это так далеко от модных трендов?",39
"Это не соответствует современным модным тенденциям.",39
"Похоже, это совсем не тянет на актуальные тренды.",39
"Привезли испорченные фрукты, они уже гнилые.",40
"Мясо испорчено, хотя срок годности в порядке.",40
"Овощи оказались испорчены, хоть и в сроке годности.",40
"Привезли испорченное молоко, упаковка вздутая.",40
"Фрукты пришли в ужасном состоянии, явно испорчены.",40
"Испорченные овощи, не могу их использовать.",40
"Мясо привезли, но оно явно испорчено.",40
"Привезли готовую еду, но она оказалась испорченной.",40
"Молочные продукты были испорчены, хотя срок нормальный.",40
"Фрукты уже начали гнить, не могу их использовать.",40
"Овощи привезли испорченными, даже срок годности не помог.",40
"Мясо пришло испорченное, невозможно его приготовить.",40
"Привезли испорченную молочку, запах ужасный.",40
"Овощи явно испорчены, не пригодны для употребления.",40
"Фрукты в ужасном состоянии, сразу видно, что испорчены.",40
"Молочные продукты привезли испорченные, это неприемлемо.",40
"Овощи начали гнить, хотя срок годности в порядке.",40
"Мясо пришло уже испорченное, очень разочарован.",40
"Фрукты в плохом состоянии, явно испорченные.",40
"Молоко оказалось испорченным, хотя срок нормальный.",40
"Привезли испорченные овощи, они гнилые.",40
"Мясо пришло испорченное, хотя срок в норме.",40
"Молочные продукты явно испорчены, это ужасно.",40
"Овощи привезли испорченные, хотя срок годности еще не истек.",40
"Мясо испорчено, хотя было привезено вовремя.",40
"Привезли фрукты, которые уже начали портиться.",40
"Молочные продукты оказались испорчеными, хотя срок годности был нормальным.",40
"Овощи были явно испорчены, хотя срок годности был в норме.",40
"Мясо пришло в ужасном состоянии, не могу использовать.",40
"Фрукты привезли испорченные, они уже начали гнить.",40
"Привезли испорченное молоко, срок годности еще нормальный.",40
"Овощи оказались испорчены, хотя срок годности в норме.",40
"Мясо испорчено, хотя срок годности не истек.",40
"Привезли фрукты в плохом состоянии, они явно испорчены.",40
"Молочные продукты привезли испорченные, это неприемлемо.",40
"Овощи явно начали портиться, хотя срок годности нормальный.",40
"Мясо оказалось испорченным, хотя привезли вовремя.",40
"Фрукты уже испорченные, не могу их использовать.",40
"Молочные продукты были испорчены, хотя срок годности нормальный.",40
"Овощи в плохом состоянии, они испорчены.",40
"Привезли испорченное мясо, хотя срок годности в порядке.",40
"Фрукты привезли испорченные, они уже начали портиться.",40
"Молоко оказалось испорченным, хотя срок годности нормальный.",40
"Овощи явно испорчены, не пригодны для употребления.",40
"Мясо пришло испорченное, не могу его использовать.",40
"Фрукты были испорчены, хотя срок годности нормальный.",40
"Овощи оказались гнилыми, срок годности в норме.",40
"Мясо испорчено, не могу его использовать.",40
"Привезли молочные продукты, но они оказались испорченными.",40
"Фрукты пришли в плохом состоянии, они начали портиться.",40
"Приложение неудобное, трудно найти нужные функции.",41
"Интерфейс приложения запутанный, не могу ничего найти.",41
"Очень сложно пользоваться приложением, интерфейс неудобный.",41
"Не нравится интерфейс, все расположено неудобно.",41
"Приложение сложное в использовании, интерфейс оставляет желать лучшего.",41
"Интерфейс приложения неудобный, все слишком сложно.",41
"Приложение запутанное, сложно разобраться с функциями.",41
"Не нравится интерфейс приложения, слишком сложно.",41
"Интерфейс приложения неудобен, не могу найти нужные функции.",41
"Приложение сложное, интерфейс нужно улучшать.",41
"Очень неудобный интерфейс, не нравится приложение.",41
"Приложение неудобное, сложно пользоваться.",41
"Интерфейс запутанный, сложно найти нужные функции.",41
"Приложение сложное в использовании, интерфейс неудобен.",41
"Не нравится приложение, интерфейс слишком сложный.",41
"Приложение неудобное, интерфейс запутанный.",41
"Сложно пользоваться приложением, интерфейс не нравится.",41
"Интерфейс приложения оставляет желать лучшего, слишком сложно.",41
"Не нравится, как устроено приложение, интерфейс неудобный.",41
"Очень неудобный интерфейс, сложно разобраться.",41
"Приложение сложно использовать, интерфейс неудобный.",41
"Интерфейс приложения не нравится, все слишком сложно.",41
"Очень запутанный интерфейс, сложно пользоваться приложением.",41
"Приложение неудобное, интерфейс требует улучшений.",41
"Интерфейс приложения слишком сложный, не нравится.",41
"Не могу разобраться в приложении, интерфейс неудобный.",41
"Интерфейс приложения не нравится, все очень сложно.",41
"Очень неудобное приложение, интерфейс требует доработки.",41
"Приложение слишком сложное, интерфейс неудобен.",41
"Не нравится приложение, интерфейс неудобный.",41
"Приложение запутанное, сложно найти нужные функции.",41
"Очень неудобный интерфейс, приложение сложно использовать.",41
"Приложение сложное, интерфейс не удобен.",41
"Интерфейс слишком сложный, не нравится приложение.",41
"Приложение неудобное, интерфейс требует улучшений.",41
"Не нравится, как устроено приложение, все слишком сложно.",41
"Интерфейс приложения запутанный, сложно разобраться.",41
"Очень неудобное приложение, сложно пользоваться.",41
"Интерфейс приложения сложный, не нравится.",41
"Не могу найти нужные функции, интерфейс неудобный.",41
"Приложение запутанное, интерфейс неудобный.",41
"Очень сложно пользоваться приложением, интерфейс неудобен.",41
"Интерфейс приложения не нравится, все слишком сложно.",41
"Неудобное приложение, сложно разобраться.",41
"Приложение сложно использовать, интерфейс неудобный.",41
"Интерфейс запутанный, не нравится приложение.",41
"Приложение неудобное, все функции сложно найти.",41
"Не нравится интерфейс, приложение сложное.",41
"Интерфейс приложения неудобный, слишком сложно разобраться.",41
"Очень сложно найти нужные функции, приложение неудобное.",41
"Приложение постоянно зависает, невозможно оформить заказ.",42
"Во время оформления заказа приложение зависло.",42
"Приложение работает нестабильно, постоянно зависает.",42
"Каждый раз при заказе приложение зависает.",42
"Невозможно использовать приложение, оно постоянно зависает.",42
"Приложение зависает, когда пытаюсь оплатить.",42
"Приложение работает с перебоями, зависает каждый раз.",42
"Зависает на этапе подтверждения заказа.",42
"Приложение зависает, приходится перезагружать.",42
"Во время оплаты приложение зависло, пришлось заново оформлять заказ.",42
"Приложение зависает в самый неподходящий момент.",42
"Каждый раз приложение зависает при выборе товара.",42
"Очень неудобно, что приложение зависает на этапе оплаты.",42
"Приложение работает нестабильно, постоянно зависает.",42
"Каждый раз зависает, когда пытаюсь оформить заказ.",42
"Приложение зависает, когда пытаюсь добавить товар в корзину.",42
"Зависает при переходе на страницу оплаты.",42
"Приложение постоянно зависает, приходится перезагружать.",42
"Приложение зависает на этапе подтверждения заказа.",42
"Каждый раз приложение зависает, когда выбираю товар.",42
"Приложение зависает, невозможно оформить заказ.",42
"Приложение работает нестабильно, зависает при оплате.",42
"Зависает каждый раз при выборе товаров.",42
"Каждый раз приложение зависает на этапе оформления заказа.",42
"Приложение зависает в момент добавления товара в корзину.",42
"Каждый раз приложение зависает на этапе оплаты.",42
"Приложение зависает, приходится перезапускать.",42
"Приложение нестабильно работает, зависает на этапе оплаты.",42
"Зависает при оформлении заказа, невозможно оформить покупку.",42
"Приложение зависает, когда пытаюсь выбрать товар.",42
"Зависает каждый раз при оформлении заказа.",42
"Приложение зависает, невозможно нормально оформить заказ.",42
"Каждый раз зависает на этапе выбора товара.",42
"Приложение зависает, когда пытаюсь оплатить заказ.",42
"Зависает каждый раз при добавлении товаров в корзину.",42
"Приложение зависает, невозможно оплатить заказ.",42
"Каждый раз зависает на этапе выбора товаров.",42
"Приложение зависает при подтверждении заказа.",42
"Приложение постоянно зависает, невозможно выбрать товары.",42
"Зависает на этапе добавления товара в корзину.",42
"Каждый раз приложение зависает на этапе оплаты.",42
"Приложение зависает при добавлении товара в корзину.",42
"Зависает каждый раз, когда выбираю товар.",42
"Приложение постоянно зависает, приходится перезагружать.",42
"Зависает на этапе подтверждения оплаты.",42
"Каждый раз приложение зависает при оплате заказа.",42
"Приложение зависает, невозможно оформить покупку.",42
"Зависает на этапе оплаты, приходится перезапускать приложение.",42
"Приложение зависает при оформлении заказа.",42
"Приложение зависает на этапе оформления доставки.",42
"Доставили очень быстро, удивительно!",43
"Заказ доставили быстрее, чем ожидал.",43
"Очень быстрая доставка, даже не ожидал.",43
"Просто супер, заказ пришел очень быстро.",43
"Заказ привезли быстрее, чем обещали.",43
"Доставка заняла меньше времени, чем ожидал.",43
"Очень быстрая доставка, все вовремя.",43
"Просто великолепно, заказ привезли очень быстро.",43
"Доставили быстрее, чем я ожидал.",43
"Очень быстрая доставка, все привезли вовремя.",43
"Заказ пришел быстрее, чем я думал.",43
"Просто супер, заказ доставили за 30 минут.",43
"Очень удивлен, как быстро доставили заказ.",43
"Доставка заняла меньше часа, просто удивительно.",43
"Очень быстрая доставка, все на высоте.",43
"Заказ пришел быстрее, чем обещали.",43
"Просто великолепно, доставка заняла меньше часа.",43
"Очень доволен, заказ доставили быстро.",43
"Заказ пришел очень быстро, не ожидал.",43
"Доставка заняла меньше 30 минут, очень быстро.",43
"Очень быстрая доставка, все привезли за полчаса.",43
"Заказ пришел быстрее, чем обещали.",43
"Просто супер, доставка заняла меньше часа.",43
"Очень быстро доставили, доволен.",43
"Доставка заняла меньше 40 минут, это очень быстро.",43
"Очень доволен быстрой доставкой.",43
"Просто великолепно, заказ пришел за 30 минут.",43
"Очень быстрая доставка, все привезли вовремя.",43
"Заказ привезли быстрее, чем ожидал.",43
"Просто супер, доставка заняла меньше часа.",43
"Очень быстрая доставка, все доставили вовремя.",43
"Заказ пришел быстрее, чем ожидал.",43
"Просто великолепно, доставили быстрее обещанного времени.",43
"Очень быстро доставили заказ, все супер.",43
"Заказ пришел за 30 минут, это очень быстро.",43
"Очень быстрая доставка, все привезли вовремя.",43
"Заказ доставили быстрее, чем я ожидал.",43
"Просто супер, доставка заняла меньше 30 минут.",43
"Очень быстрая доставка, все на высоте.",43
"Заказ привезли быстрее, чем обещали.",43
"Просто великолепно, доставка заняла меньше часа.",43
"Очень доволен быстрой доставкой.",43
"Заказ пришел быстрее, чем ожидал.",43
"Очень быстрая доставка, все вовремя.",43
"Просто супер, доставка заняла меньше часа.",43
"Очень быстрая доставка, все доставили вовремя.",43
"Заказ привезли быстрее, чем ожидал.",43
"Просто великолепно, заказ пришел за 30 минут.",43
"Очень быстро доставили заказ, все супер.",43
"Заказ доставили очень быстро, я впечатлен.",43
"Не могу оплатить бонусами СберСпасибо, пишет ошибку.",45
"При попытке подключить СберСпасибо приложение выдает сбой.",45
"Периодически не могу использовать бонусы СберСпасибо для оплаты.",45
"СберСпасибо не подключается, как решить проблему?",45
"Не удается оплатить бонусами СберСпасибо, пишет, что недоступно.",45
"Подключение к СберСпасибо постоянно выдает ошибки.",45
"Бонусы СберСпасибо не списываются, что делать?",45
"Проблема с подключением СберСпасибо, не могу оплатить бонусами.",45
"Не удается активировать бонусы СберСпасибо для оплаты.",45
"Система не дает оплатить бонусами СберСпасибо, пишет ошибку.",45
"Не могу использовать бонусы СберСпасибо, каждый раз ошибка.",45
"Постоянно сбои при попытке оплатить бонусами СберСпасибо.",45
"СберСпасибо не работает, не удается оплатить.",45
"Не получается подключить СберСпасибо, выдает ошибку.",45
"Проблемы с оплатой бонусами СберСпасибо, что делать?",45
"Каждый раз при оплате бонусами СберСпасибо система выдает ошибку.",45
"Не могу активировать бонусы СберСпасибо в приложении.",45
"Оплата бонусами СберСпасибо недоступна, постоянно сбои.",45
"Не удается подключить бонусы СберСпасибо, пишет ошибку.",45
"СберСпасибо не работает при оплате, что делать?",45
"Постоянно не могу оплатить бонусами СберСпасибо.",45
"Проблема с активацией СберСпасибо, пишет сбой системы.",45
"Не удается использовать бонусы СберСпасибо для оплаты.",45
"Каждый раз при попытке оплаты бонусами СберСпасибо пишет ошибку.",45
"Не могу подключить СберСпасибо, приложение не дает.",45
"Проблемы с оплатой бонусами СберСпасибо, что делать?",45
"Постоянные сбои при оплате бонусами СберСпасибо.",45
"СберСпасибо не подключается, система выдает ошибку.",45
"Каждый раз при оплате бонусами СберСпасибо пишет ошибку.",45
"Проблемы с активацией СберСпасибо, не удается подключить.",45
"СберСпасибо не работает при попытке оплатить бонусами.",45
"Не могу активировать СберСпасибо, постоянно сбои.",45
"Не удается оплатить бонусами СберСпасибо, выдает ошибку.",45
"Постоянно сбои при использовании бонусов СберСпасибо.",45
"Каждый раз при попытке оплаты бонусами СберСпасибо пишет сбой.",45
"СберСпасибо не работает, не могу оплатить бонусами.",45
"Проблемы с активацией СберСпасибо, система выдает ошибку.",45
"Не удается подключить бонусы СберСпасибо, выдает сбой.",45
"СберСпасибо не работает при оплате, система пишет ошибку.",45
"Каждый раз при попытке оплатить бонусами СберСпасибо выдает ошибку.",45
"Не могу активировать бонусы СберСпасибо для оплаты.",45
"Проблемы с подключением СберСпасибо, не удается оплатить.",45
"СберСпасибо не работает, выдает сбой при оплате бонусами.",45
"Не удается подключить СберСпасибо, пишет ошибку.",45
"Каждый раз при оплате бонусами СберСпасибо система выдает сбой.",45
"Проблемы с активацией СберСпасибо, что делать?",45
"СберСпасибо не подключается, не удается оплатить бонусами.",45
"Не могу оплатить бонусами СберСпасибо, система пишет ошибку.",45
"Постоянно сбои при оплате бонусами СберСпасибо.",45
"Каждый раз сбой при попытке оплатить бонусами СберСпасибо.",45
"Очень рано закрываетесь, хотелось бы доставку до 23:00.",46
"Нужно сделать круглосуточную доставку, слишком рано закрываетесь.",46
"Почему нельзя сделать доставку до 24:00?",46
"Хотелось бы доставку с 6 утра, не хватает ранних слотов.",46
"Пожалуйста, добавьте возможность круглосуточной доставки.",46
"Очень неудобно, что доставка работает только до 22:00.",46
"Почему доставка закрывается так рано? Сделайте до полуночи.",46
"Хочу доставку с 7 утра, сейчас очень неудобно.",46
"Слишком рано закрываетесь, нужно продлить время работы.",46
"Хотелось бы круглосуточную доставку, рано закрываетесь.",46
"Почему доставка не работает после 23:00? Сделайте круглосуточную.",46
"Не хватает доставки с утра, начните хотя бы с 6 утра.",46
"Очень рано закрываетесь, неудобно для вечерних заказов.",46
"Пожалуйста, добавьте круглосуточную доставку.",46
"Хочу доставку до 24:00, рано закрываетесь.",46
"Сделайте круглосуточную доставку, неудобно заказывать вечером.",46
"Очень неудобно, что доставка работает только до 22:00.",46
"Почему доставка закрывается так рано? Продлите до полуночи.",46
"Хочу доставку с 7 утра, сейчас это очень неудобно.",46
"Слишком рано закрываетесь, хотелось бы круглосуточную доставку.",46
"Пожалуйста, продлите время работы доставки хотя бы до 23:00.",46
"Не хватает доставки после 23:00, очень неудобно.",46
"Очень неудобно, что доставка работает только до 22:00.",46
"Хочу, чтобы доставка начиналась с 6 утра, неудобно заказывать позже.",46
"Почему доставка закрывается так рано? Сделайте до полуночи.",46
"Не хватает ранней доставки, хотелось бы начать с 7 утра.",46
"Очень неудобно, что доставка не работает ночью.",46
"Хочу доставку до 23:00, сейчас слишком рано закрываетесь.",46
"Пожалуйста, добавьте круглосуточную доставку, неудобно заказывать вечером.",46
"Очень рано закрываетесь, хотелось бы доставку до 24:00.",46
"Не хватает ночной доставки, хотелось бы круглосуточную.",46
"Почему доставка работает только до 22:00? Сделайте до полуночи.",46
"Хочу, чтобы доставка начиналась с 6 утра, сейчас неудобно.",46
"Очень неудобно, что доставка закрывается так рано.",46
"Хочу доставку до 23:00, рано закрываетесь.",46
"Пожалуйста, продлите время работы доставки хотя бы до полуночи.",46
"Слишком рано закрываетесь, хотелось бы круглосуточную доставку.",46
"Очень неудобно, что доставка закрывается в 22:00.",46
"Почему нельзя сделать доставку до полуночи?",46
"Не хватает ранней доставки, хотелось бы начать с 6 утра.",46
"Очень неудобно, что доставка не работает ночью.",46
"Сделайте круглосуточную доставку, сейчас неудобно заказывать вечером.",46
"Пожалуйста, добавьте доставку с 6 утра.",46
"Не хватает доставки после 23:00, хотелось бы продлить время работы.",46
"Почему доставка закрывается так рано? Сделайте до полуночи.",46
"Очень неудобно, что доставка работает только до 22:00.",46
"Хочу доставку до 23:00, сейчас рано закрываетесь.",46
"Пожалуйста, добавьте круглосуточную доставку, неудобно заказывать вечером.",46
"Очень хотелось бы доставку с 6 утра, не хватает ранних слотов.",46
"Пожалуйста, добавьте доставку до 24:00, неудобно рано закрываться.",46
"Очень неудобный поиск, сложно найти нужные товары.",47
"Каталог запутанный, невозможно быстро найти товар.",47
"Не нравится структура каталога, товары разбросаны.",47
"Поиск работает плохо, долго ищет нужные товары.",47
"Очень сложно пользоваться навигацией по каталогу.",47
"Товары в каталоге разбросаны, неудобно искать.",47
"Неудобный поиск, не находит нужные товары сразу.",47
"Каталог непонятный, сложно найти нужное.",47
"Поиск неудобный, приходится долго искать товары.",47
"Структура каталога запутанная, сложно ориентироваться.",47
"Не нравится, что поиск не работает нормально.",47
"Очень неудобно пользоваться поиском в приложении.",47
"Каталог слишком сложный, невозможно быстро найти товар.",47
"Поиск не работает корректно, не находит товары.",47
"Структура каталога неудобная, сложно найти нужное.",47
"Поиск товаров в каталоге работает плохо.",47
"Навигация по каталогу неудобная, сложно найти нужные товары.",47
"Поиск неудобный, приходится долго искать товары.",47
"Структура каталога слишком запутанная.",47
"Не нравится, что поиск не находит нужные товары сразу.",47
"Каталог неудобный, сложно ориентироваться.",47
"Поиск работает медленно, не находит товары быстро.",47
"Структура каталога слишком сложная.",47
"Навигация по каталогу неудобная, трудно найти товары.",47
"Поиск не работает как надо, приходится долго искать.",47
"Каталог запутанный, сложно найти нужные товары.",47
"Очень неудобный поиск, не находит нужные товары.",47
"Структура каталога слишком сложная, неудобно искать товары.",47
"Неудобный поиск, приходится долго искать товары.",47
"Каталог слишком запутанный, сложно ориентироваться.",47
"Поиск работает плохо, долго ищет товары.",47
"Структура каталога неудобная, сложно найти нужное.",47
"Навигация по каталогу сложная, не могу найти товары.",47
"Очень неудобный поиск, не работает как надо.",47
"Каталог запутанный, сложно найти нужные товары.",47
"Поиск не работает корректно, приходится долго искать.",47
"Структура каталога слишком сложная, неудобно ориентироваться.",47
"Навигация по каталогу неудобная, сложно найти товары.",47
"Поиск работает медленно, не находит нужные товары.",47
"Каталог слишком запутанный, сложно ориентироваться.",47
"Неудобный поиск, приходится долго искать товары.",47
"Структура каталога неудобная, не могу найти нужное.",47
"Каталог запутанный, сложно найти нужные товары.",47
"Поиск работает плохо, долго ищет нужные товары.",47
"Структура каталога слишком сложная, неудобно пользоваться.",47
"Навигация по каталогу неудобная, не могу найти товары.",47
"Поиск неудобный, приходится долго искать товары.",47
"Каталог слишком запутанный, не могу найти нужные товары.",47
"Поиск работает медленно, не находит товары быстро.",47
"Каталог товаров неудобный, сложно найти нужное.",47
"Платеж не прошел, пришлось платить курьеру наличными.",48
"Оплата через приложение не работает, пришлось платить картой.",48
"Не проходит платеж через СБП, что делать?",48
"Проблемы с оплатой, платеж не проходит.",48
"Оплата картой не прошла, пришлось платить наличными.",48
"Платежи не проходят, постоянно сбои.",48
"Не могу оплатить заказ через СБП, пишет ошибку.",48
"Платеж не прошел, пришлось перезапускать приложение.",48
"Оплата картой не прошла, что делать?",48
"Постоянные проблемы с оплатой через приложение.",48
"Не проходит платеж, пришлось платить курьеру наличными.",48
"Проблемы с оплатой через СБП, не проходит платеж.",48
"Оплата не проходит, пришлось использовать другую карту.",48
"Не удается оплатить картой, пишет ошибку.",48
"Платеж через СБП не прошел, пришлось платить курьеру.",48
"Оплата картой не работает, постоянно сбои.",48
"Платежи не проходят, приходится перезапускать приложение.",48
"Не могу оплатить заказ через карту, пишет ошибку.",48
"Постоянные проблемы с оплатой картой, приходится платить наличными.",48
"Платеж через СБП не проходит, что делать?",48
"Не могу оплатить картой, приходится использовать другую.",48
"Платежи не проходят, приходится перезапускать приложение.",48
"Оплата через приложение не работает, приходится платить наличными.",48
"Не проходит платеж через карту, приходится искать другую.",48
"Проблемы с оплатой, платеж не проходит.",48
"Постоянные сбои при оплате через СБП.",48
"Не удается оплатить картой, приходится искать наличные.",48
"Платеж через приложение не проходит, приходится перезапускать.",48
"Оплата картой не проходит, приходится искать наличные.",48
"Постоянные проблемы с платежами, не могу оплатить заказ.",48
"Платеж через СБП не проходит, приходится использовать другую карту.",48
"Оплата через приложение не работает, приходится искать наличные.",48
"Не проходит платеж через карту, приходится использовать другую.",48
"Проблемы с оплатой, постоянно сбои при оплате картой.",48
"Платежи не проходят, приходится использовать другую карту.",48
"Оплата через приложение не работает, приходится платить наличными.",48
"Не проходит платеж через СБП, приходится искать другую карту.",48
"Платежи не проходят, приходится перезапускать приложение.",48
"Оплата картой не работает, приходится искать наличные.",48
"Не удается оплатить картой, приходится перезапускать приложение.",48
"Постоянные сбои при оплате через СБП.",48
"Оплата через приложение не работает, приходится искать наличные.",48
"Не проходит платеж через карту, приходится искать другую.",48
"Платежи не проходят, приходится использовать другую карту.",48
"Оплата через приложение не работает, приходится перезапускать.",48
"Не удается оплатить картой, приходится использовать другую.",48
"Постоянные проблемы с платежами, не могу оплатить заказ.",48
"Оплата картой не проходит, приходится искать наличные.",48
"Платеж через карту не прошел, пришлось использовать наличные.",48
"Не удается оплатить заказ через приложение, постоянно сбои.",48
"Уже месяц жду возврат денег, а их до сих пор нет.",49
"Деньги за отмененный заказ так и не вернули.",49
"Очень долго возвращают деньги, это неудобно.",49
"Почему деньги не вернули, прошло уже две недели?",49
"Жду возврат уже несколько недель, но денег все нет.",49
"Возврат денег затягивается, когда их вернут?",49
"Заказ отменили, а деньги до сих пор не вернули.",49
"Очень долго возвращают деньги, это неприемлемо.",49
"Когда вернут деньги за отмененный заказ?",49
"Жду возврат денег уже больше месяца.",49
"Деньги так и не вернули, прошло уже много времени.",49
"Почему не возвращают деньги за отмененный заказ?",49
"Возврат денег длится уже больше двух недель.",49
"Жду возврат уже очень долго, когда вернут деньги?",49
"Заказ отменили, но деньги так и не вернулись.",49
"Возврат денег длится слишком долго.",49
"Когда вернут деньги за отмену заказа?",49
"Очень долго возвращают деньги, прошло уже три недели.",49
"Жду возврат денег, но их до сих пор нет.",49
"Деньги так и не вернулись за отмененный заказ.",49
"Возврат денег затянулся, когда их вернут?",49
"Заказ отменен, а деньги не вернулись.",49
"Почему не возвращают деньги за отмену заказа?",49
"Жду возврат уже месяц, когда вернут деньги?",49
"Деньги за отмененный заказ не вернули до сих пор.",49
"Возврат денег длится очень долго, когда вернут?",49
"Когда вернут деньги за отмененный заказ? Прошло уже больше месяца.",49
"Жду возврат уже несколько недель, а денег все нет.",49
"Деньги за отмену заказа так и не вернулись.",49
